epoch,f1,loss,lr
0,0.3695020079612732,0.4677821695804596,9.99775e-05
1,0.48389649391174316,0.37622344493865967,9.9955e-05
2,0.5204232931137085,0.3491120934486389,9.9932506e-05
3,0.5402007699012756,0.33480966091156006,9.991001e-05
4,0.5560110807418823,0.3231312930583954,9.988751e-05
5,0.5669031143188477,0.31487956643104553,9.9865014e-05
6,0.5769107937812805,0.3079286217689514,9.984252e-05
7,0.5866897702217102,0.3007032573223114,9.982002e-05
8,0.5933281183242798,0.29565924406051636,9.979752e-05
9,0.5998432636260986,0.2911786735057831,9.9775025e-05
10,0.6069867610931396,0.28630000352859497,9.975253e-05
11,0.6112657189369202,0.2830270230770111,9.973003e-05
12,0.616284966468811,0.27945375442504883,9.970753e-05
13,0.621159017086029,0.27665436267852783,9.9685036e-05
14,0.6255609393119812,0.2731444537639618,9.966254e-05
15,0.6288944482803345,0.271285742521286,9.964004e-05
16,0.6317538022994995,0.268497496843338,9.9617544e-05
17,0.6348968148231506,0.2662309408187866,9.959505e-05
18,0.6386754512786865,0.2637811303138733,9.957255e-05
19,0.6415005326271057,0.2617455720901489,9.955005e-05
20,0.6444133520126343,0.26026690006256104,9.9527555e-05
21,0.6475248336791992,0.2578459084033966,9.950506e-05
22,0.6493087410926819,0.2560984492301941,9.948256e-05
23,0.6527664661407471,0.25431451201438904,9.946006e-05
24,0.6554450988769531,0.2524906098842621,9.9437566e-05
25,0.6555006504058838,0.2521210312843323,9.941507e-05
26,0.6577908396720886,0.2507363557815552,9.939257e-05
27,0.6593123078346252,0.24916794896125793,9.9370074e-05
28,0.6606146097183228,0.24853797256946564,9.934758e-05
29,0.663080632686615,0.24673308432102203,9.932508e-05
30,0.6639516949653625,0.24610602855682373,9.930258e-05
31,0.6656084060668945,0.24443046748638153,9.9280085e-05
32,0.6684550046920776,0.2429957389831543,9.925759e-05
33,0.669094443321228,0.242503359913826,9.923509e-05
34,0.6704594492912292,0.24150238931179047,9.921259e-05
35,0.6712960004806519,0.24072210490703583,9.9190096e-05
36,0.6730197668075562,0.2397136390209198,9.91676e-05
37,0.6748422384262085,0.23892442882061005,9.91451e-05
38,0.6751832365989685,0.23809729516506195,9.9122604e-05
39,0.6763960719108582,0.23723676800727844,9.910011e-05
40,0.6783120632171631,0.23580177128314972,9.907761e-05
41,0.679694652557373,0.23513144254684448,9.905511e-05
42,0.6787465810775757,0.23597267270088196,9.9032615e-05
43,0.680748462677002,0.23445695638656616,9.901012e-05
44,0.6808432936668396,0.23354962468147278,9.898762e-05
45,0.6821340918540955,0.23295791447162628,9.896512e-05
46,0.6835083961486816,0.23201575875282288,9.8942626e-05
47,0.685012698173523,0.23084281384944916,9.892013e-05
48,0.6850757002830505,0.23074272274971008,9.889763e-05
49,0.6863704323768616,0.2301097959280014,9.8875134e-05
50,0.686555027961731,0.22977012395858765,9.885264e-05
51,0.6872798204421997,0.22969870269298553,9.883014e-05
52,0.6889804005622864,0.2286103069782257,9.880764e-05
53,0.6891496777534485,0.2281237095594406,9.8785145e-05
54,0.6900549530982971,0.22690457105636597,9.876265e-05
55,0.6910227537155151,0.22627989947795868,9.874015e-05
56,0.6907849907875061,0.22693301737308502,9.871765e-05
57,0.6914951205253601,0.22615933418273926,9.8695156e-05
58,0.6917909383773804,0.22579185664653778,9.867266e-05
59,0.6945683360099792,0.22471775114536285,9.865016e-05
60,0.6931866407394409,0.22469685971736908,9.8627665e-05
61,0.6945422291755676,0.22346782684326172,9.860517e-05
62,0.6935116052627563,0.22461239993572235,9.858267e-05
63,0.6954581141471863,0.22317655384540558,9.856017e-05
64,0.6968777179718018,0.22294719517230988,9.8537676e-05
65,0.6966515779495239,0.22276334464550018,9.851518e-05
66,0.697109043598175,0.22223785519599915,9.849268e-05
67,0.6975035071372986,0.2214726209640503,9.8470184e-05
68,0.6987455487251282,0.22157399356365204,9.844769e-05
69,0.6975876688957214,0.22160857915878296,9.842519e-05
70,0.6987776160240173,0.22096538543701172,9.840269e-05
71,0.6980345249176025,0.22108390927314758,9.8380195e-05
72,0.6999816298484802,0.21956045925617218,9.83577e-05
73,0.6988390684127808,0.2200803905725479,9.83352e-05
74,0.7005693912506104,0.2191077619791031,9.83127e-05
75,0.6994395852088928,0.22011475265026093,9.8290206e-05
76,0.7004284262657166,0.21945586800575256,9.826771e-05
77,0.7009111642837524,0.21883827447891235,9.824521e-05
78,0.7024554014205933,0.21813902258872986,9.8222714e-05
79,0.7019580006599426,0.21787770092487335,9.820022e-05
80,0.7030755281448364,0.21736524999141693,9.817772e-05
81,0.7037971019744873,0.21679769456386566,9.815522e-05
82,0.7037214636802673,0.21676796674728394,9.8132725e-05
83,0.7028175592422485,0.21691304445266724,9.811023e-05
84,0.7052136659622192,0.21601039171218872,9.808773e-05
85,0.7042434811592102,0.21616658568382263,9.806523e-05
86,0.7047549486160278,0.21604447066783905,9.8042736e-05
87,0.7061448693275452,0.2152150720357895,9.802024e-05
88,0.7036949992179871,0.21655859053134918,9.799774e-05
89,0.705977201461792,0.2149084061384201,9.7975244e-05
90,0.7069915533065796,0.2146981954574585,9.795275e-05
91,0.7063227891921997,0.21469677984714508,9.793025e-05
92,0.706580400466919,0.21467672288417816,9.790775e-05
93,0.7066270112991333,0.21471546590328217,9.7885255e-05
94,0.7061594128608704,0.21441133320331573,9.786276e-05
95,0.7078266143798828,0.21353504061698914,9.784026e-05
96,0.7079169750213623,0.2132847160100937,9.781776e-05
97,0.7078220248222351,0.21318796277046204,9.7795266e-05
98,0.7089120149612427,0.2131686806678772,9.777277e-05
99,0.7081695199012756,0.2131672352552414,9.775027e-05
100,0.709200382232666,0.21249516308307648,9.7727774e-05
101,0.7084226012229919,0.21285437047481537,9.770528e-05
102,0.7102932929992676,0.21197250485420227,9.768278e-05
103,0.7107033133506775,0.21190190315246582,9.766028e-05
104,0.7106673717498779,0.21138779819011688,9.7637785e-05
105,0.7100723385810852,0.21222001314163208,9.761529e-05
106,0.7098971009254456,0.2116750031709671,9.759279e-05
107,0.7112802863121033,0.21122027933597565,9.757029e-05
108,0.7114367485046387,0.21125881373882294,9.7547796e-05
109,0.7120167016983032,0.21078434586524963,9.75253e-05
110,0.7128810286521912,0.21021363139152527,9.75028e-05
111,0.7130784392356873,0.21017923951148987,9.7480304e-05
112,0.7120693922042847,0.2105836421251297,9.745781e-05
113,0.7104447484016418,0.21093909442424774,9.743531e-05
114,0.712627112865448,0.21018433570861816,9.741281e-05
115,0.7130250334739685,0.2095547765493393,9.7390315e-05
116,0.7135161757469177,0.2095484435558319,9.736782e-05
117,0.7135896682739258,0.2090536206960678,9.734532e-05
118,0.7136583924293518,0.20891185104846954,9.732282e-05
119,0.7132733464241028,0.20923621952533722,9.7300326e-05
120,0.7138332724571228,0.20918194949626923,9.727783e-05
121,0.7142589688301086,0.2085634022951126,9.725533e-05
122,0.7151230573654175,0.20803438127040863,9.7232834e-05
123,0.7144049406051636,0.20852002501487732,9.721034e-05
124,0.7150474190711975,0.20809504389762878,9.718784e-05
125,0.7146551609039307,0.20762355625629425,9.716534e-05
126,0.7155435681343079,0.20736674964427948,9.7142845e-05
127,0.7152494192123413,0.20826342701911926,9.712035e-05
128,0.7158032655715942,0.2075333446264267,9.709785e-05
129,0.7155987620353699,0.20739205181598663,9.707535e-05
130,0.7159326076507568,0.20755234360694885,9.7052856e-05
131,0.7152947783470154,0.2076147347688675,9.703036e-05
132,0.7147495150566101,0.20761436223983765,9.700786e-05
133,0.7166475057601929,0.20641964673995972,9.6985365e-05
134,0.7161316871643066,0.20719346404075623,9.696287e-05
135,0.7169449925422668,0.20656274259090424,9.694037e-05
136,0.7160049080848694,0.20713968575000763,9.691787e-05
137,0.7177168726921082,0.20595018565654755,9.6895375e-05
138,0.7170619368553162,0.20650839805603027,9.687288e-05
139,0.7177554368972778,0.20605303347110748,9.685038e-05
140,0.7171428203582764,0.20576432347297668,9.6827884e-05
141,0.7181020379066467,0.20579838752746582,9.680539e-05
142,0.717725396156311,0.20620094239711761,9.678289e-05
143,0.7174681425094604,0.20621611177921295,9.676039e-05
