epoch,f1,loss,lr
0,0.522041916847229,0.7612863183021545,9.99775e-05
1,0.6190515756607056,0.6094805002212524,9.9955e-05
2,0.6475741267204285,0.568312406539917,9.9932506e-05
3,0.6634032130241394,0.5424859523773193,9.991001e-05
4,0.6750438809394836,0.5237066745758057,9.988751e-05
5,0.6841635704040527,0.5102518796920776,9.9865014e-05
6,0.691960334777832,0.4972224235534668,9.984252e-05
7,0.6978725790977478,0.4883297085762024,9.982002e-05
8,0.7046409845352173,0.4779060184955597,9.979752e-05
9,0.7074734568595886,0.4733668267726898,9.9775025e-05
10,0.7122151851654053,0.4653926491737366,9.975253e-05
11,0.7150523662567139,0.46032458543777466,9.973003e-05
12,0.7190918922424316,0.45404669642448425,9.970753e-05
13,0.7213287353515625,0.45046576857566833,9.9685036e-05
14,0.7246407866477966,0.4455815553665161,9.966254e-05
15,0.727020263671875,0.4413582682609558,9.964004e-05
16,0.7295299172401428,0.4372137188911438,9.9617544e-05
17,0.7316849827766418,0.43380728363990784,9.959505e-05
18,0.734674870967865,0.4308916926383972,9.957255e-05
19,0.7362779974937439,0.42735323309898376,9.955005e-05
20,0.7388344407081604,0.4240906536579132,9.9527555e-05
21,0.7397001385688782,0.42193737626075745,9.950506e-05
22,0.742048978805542,0.4181292951107025,9.948256e-05
23,0.7428625822067261,0.417035847902298,9.946006e-05
24,0.7440698146820068,0.41539865732192993,9.9437566e-05
25,0.7460433840751648,0.41265758872032166,9.941507e-05
26,0.7475173473358154,0.40997329354286194,9.939257e-05
27,0.7482513189315796,0.40817344188690186,9.9370074e-05
28,0.7504213452339172,0.4056183993816376,9.934758e-05
29,0.7510496377944946,0.40390053391456604,9.932508e-05
30,0.752546489238739,0.40213507413864136,9.930258e-05
31,0.7533920407295227,0.4001522362232208,9.9280085e-05
32,0.7528833150863647,0.4008776843547821,9.925759e-05
33,0.7550998330116272,0.39809450507164,9.923509e-05
34,0.7553714513778687,0.3974034786224365,9.921259e-05
35,0.7578897476196289,0.39391449093818665,9.9190096e-05
36,0.7582329511642456,0.3932071328163147,9.91676e-05
37,0.7592244744300842,0.39223426580429077,9.91451e-05
38,0.7593210339546204,0.3908858299255371,9.9122604e-05
39,0.7604411840438843,0.3887747526168823,9.910011e-05
40,0.7611657381057739,0.3884277939796448,9.907761e-05
41,0.7608978152275085,0.3882664442062378,9.905511e-05
42,0.7619600296020508,0.3859654366970062,9.9032615e-05
43,0.7629269361495972,0.3859249949455261,9.901012e-05
44,0.7629906535148621,0.38432589173316956,9.898762e-05
45,0.7642567157745361,0.3824068307876587,9.896512e-05
46,0.7649235725402832,0.38218244910240173,9.8942626e-05
47,0.7647544741630554,0.3817538619041443,9.892013e-05
48,0.7662131786346436,0.38050851225852966,9.889763e-05
49,0.7658173441886902,0.3806910216808319,9.8875134e-05
50,0.767149031162262,0.3781084418296814,9.885264e-05
51,0.7681626677513123,0.37731537222862244,9.883014e-05
52,0.7686434388160706,0.37643611431121826,9.880764e-05
53,0.7693888545036316,0.37459439039230347,9.8785145e-05
54,0.7694864869117737,0.3749997019767761,9.876265e-05
55,0.7704359889030457,0.3737632930278778,9.874015e-05
56,0.7702751159667969,0.37342318892478943,9.871765e-05
57,0.7707500457763672,0.37209686636924744,9.8695156e-05
58,0.7710710167884827,0.372640460729599,9.867266e-05
59,0.7715415954589844,0.3707877993583679,9.865016e-05
60,0.7727693319320679,0.36970698833465576,9.8627665e-05
61,0.7737945914268494,0.36806720495224,9.860517e-05
62,0.7738676071166992,0.3680148720741272,9.858267e-05
63,0.7724030017852783,0.3687315285205841,9.856017e-05
64,0.7733244299888611,0.36838820576667786,9.8537676e-05
65,0.7747526168823242,0.36624374985694885,9.851518e-05
66,0.7743421792984009,0.36625975370407104,9.849268e-05
67,0.7756388783454895,0.36393338441848755,9.8470184e-05
68,0.7749432921409607,0.3652190864086151,9.844769e-05
69,0.7762144804000854,0.3632090985774994,9.842519e-05
70,0.7753580808639526,0.3645173907279968,9.840269e-05
71,0.7760039567947388,0.36226195096969604,9.8380195e-05
72,0.7770429849624634,0.3624211847782135,9.83577e-05
73,0.7774800062179565,0.36141079664230347,9.83352e-05
74,0.7774357199668884,0.3608827292919159,9.83127e-05
75,0.7777567505836487,0.36038684844970703,9.8290206e-05
76,0.7774888277053833,0.3604496419429779,9.826771e-05
77,0.7777549624443054,0.3597433269023895,9.824521e-05
78,0.7788233757019043,0.3580861985683441,9.8222714e-05
79,0.7794684171676636,0.3573034703731537,9.820022e-05
80,0.7793809771537781,0.35876864194869995,9.817772e-05
81,0.7793360352516174,0.35743123292922974,9.815522e-05
82,0.779312789440155,0.3587862253189087,9.8132725e-05
83,0.780029296875,0.3564469516277313,9.811023e-05
84,0.7804230451583862,0.35585373640060425,9.808773e-05
85,0.7811208963394165,0.354897677898407,9.806523e-05
86,0.7806396484375,0.35513463616371155,9.8042736e-05
87,0.78078693151474,0.35532495379447937,9.802024e-05
88,0.7809095978736877,0.3555602431297302,9.799774e-05
89,0.7805349230766296,0.35533851385116577,9.7975244e-05
90,0.7824245095252991,0.35257115960121155,9.795275e-05
91,0.7816672325134277,0.35319000482559204,9.793025e-05
92,0.7815962433815002,0.3536278307437897,9.790775e-05
93,0.783228874206543,0.3514306843280792,9.7885255e-05
94,0.7827879786491394,0.3523464798927307,9.786276e-05
95,0.7827256917953491,0.3518136441707611,9.784026e-05
96,0.7834095358848572,0.3513326644897461,9.781776e-05
97,0.7827234268188477,0.35124117136001587,9.7795266e-05
98,0.7832140326499939,0.3513795733451843,9.777277e-05
99,0.7841295003890991,0.35070762038230896,9.775027e-05
100,0.7835274338722229,0.3502747118473053,9.7727774e-05
101,0.783749520778656,0.3500266969203949,9.770528e-05
102,0.7834116220474243,0.3503579795360565,9.768278e-05
103,0.7839033007621765,0.3495357632637024,9.766028e-05
104,0.783810555934906,0.3496667444705963,9.7637785e-05
105,0.7854843735694885,0.34853264689445496,9.761529e-05
106,0.7849605679512024,0.34719330072402954,9.759279e-05
107,0.7853503227233887,0.347256600856781,9.757029e-05
108,0.7857033014297485,0.3479258120059967,9.7547796e-05
109,0.7860050201416016,0.34677132964134216,9.75253e-05
110,0.7858567833900452,0.3475244343280792,9.75028e-05
111,0.7853639721870422,0.34738069772720337,9.7480304e-05
112,0.7866400480270386,0.3454045355319977,9.745781e-05
113,0.7861149311065674,0.34558287262916565,9.743531e-05
