epoch,accuracy,loss,lr
0,0.6066787242889404,0.7555237412452698,9.99775e-05
1,0.725662887096405,0.6118555068969727,9.9955e-05
2,0.7389441728591919,0.553398609161377,9.9932506e-05
3,0.7417527437210083,0.5418699383735657,9.991001e-05
4,0.7429190278053284,0.5333455801010132,9.988751e-05
5,0.7446446418762207,0.5204623341560364,9.9865014e-05
6,0.738408625125885,0.5345839262008667,9.984252e-05
7,0.7525943517684937,0.5017404556274414,9.982002e-05
8,0.7685057520866394,0.47200170159339905,9.979752e-05
9,0.7862617373466492,0.44560155272483826,9.9775025e-05
10,0.8020302653312683,0.42175349593162537,9.975253e-05
11,0.7708978056907654,0.47717469930648804,9.973003e-05
12,0.793592631816864,0.4384785592556,9.970753e-05
13,0.8069571852684021,0.4140869379043579,9.9685036e-05
14,0.8156209588050842,0.39400723576545715,9.966254e-05
15,0.8208335041999817,0.3768455386161804,9.964004e-05
16,0.7784786224365234,0.4592455327510834,9.9617544e-05
17,0.8029466271400452,0.41429582238197327,9.959505e-05
18,0.8130860924720764,0.39101508259773254,9.957255e-05
19,0.8184533715248108,0.3741873502731323,9.955005e-05
20,0.8228328824043274,0.3593750596046448,9.9527555e-05
